...1,baseMean,log2FoldChange,lfcSE,pvalue,padj,abs_log2FC,negLog10_padj
Zm00001eb083610,193.14630267721,1.55634075131604,0.385784732890953,2.07675250039615e-6,5.8509322995854e-4,1.55634075131604,3.2327749270279904
Zm00001eb087350,506.194328437936,3.56445815123954,0.818536733303586,4.59706815923801e-5,0.00764608746244345,3.56445815123954,2.116560738459377
Zm00001eb088070,12.347118849333,2.04976721421029,0.442903260003017,2.09375776499116e-7,9.47682817891899e-5,2.04976721421029,4.023336993346257
Zm00001eb107810,131.037198020404,1.32424209044946,0.448121283077204,9.92424813350532e-5,0.0137004245483041,1.32424209044946,1.863265974731989
Zm00001eb112330,159.531736690743,2.41015095184809,0.949505636506123,2.7349709643772e-4,0.0277619662964908,2.41015095184809,1.5565497773571824
Zm00001eb112930,317.117326711334,2.05484876625994,0.6609001279123,5.72733319355164e-5,0.00904981980195659,2.05484876625994,2.0433600682859607
Zm00001eb113490,74.493309766308,4.12718614490635,0.947299189724644,3.43445258984999e-7,1.4367460000872e-4,4.12718614490635,3.8426200032720272
Zm00001eb116210,14.4122060890458,1.5670898911937,0.616464457731199,2.9808083596825e-4,0.0293928995752986,1.5670898911937,1.5317575691693994
Zm00001eb121900,8543.66765628951,2.18592870688655,0.627236080924671,1.80545065545942e-5,0.00366533033803196,2.18592870688655,2.4358868784527576
Zm00001eb124380,48.534720866067,1.58262565159999,0.575795238086373,1.6340689225401e-4,0.0198027830635821,1.58262565159999,1.7032737701314018
Zm00001eb124940,1375.28059365548,3.76838971992968,0.71713503307694,5.75563987224015e-9,4.41425602423751e-6,3.76838971992968,5.355142481620887
Zm00001eb124950,467.94364467817,4.18297682088021,0.84478015889126,2.5890536907811e-8,1.56452342239914e-5,4.18297682088021,4.8056179306689195
Zm00001eb124960,976.457932375767,2.86104920848444,0.697764096415261,1.46818242603033e-6,4.3587652454513e-4,2.86104920848444,3.3606365206016178
Zm00001eb125030,15.8168404765929,4.62167900727001,0.794949229858584,1.476680473987e-4,0.0187023614159556,4.62167900727001,1.7281035546842618
Zm00001eb130650,302.340453762712,1.0193499622498,0.289901919132231,1.54860502542735e-5,0.00319081975761561,1.0193499622498,2.496097727452929
Zm00001eb137030,31.0009076670643,-1.00191613252339,0.351766238024569,1.2327185318233e-4,0.0162848606046137,1.00191613252339,1.7882159545634109
Zm00001eb137430,3.627096872075,1.93931632680735,0.73477301668462,3.4332209902832e-4,0.0326866315661108,1.93931632680735,1.485629832176602
Zm00001eb145730,1280.92432129633,1.44187134398177,0.35166308641955,1.66965234776489e-6,4.9041597150839e-4,1.44187134398177,3.3094353944745283
Zm00001eb148130,512.686922208941,1.21224379974858,0.41761242371988,1.2182470217584e-4,0.0162848606046137,1.21224379974858,1.7882159545634109
Zm00001eb148420,3840.81326312122,1.97358352860242,0.579007481663857,2.23286897831407e-5,0.00431115471966793,1.97358352860242,2.365406390810627
Zm00001eb150610,2.32210938701345,2.10024838585969,0.787384351663766,4.1781382788038e-4,0.0378224255336966,2.10024838585969,1.4222506235046624
Zm00001eb155090,2.75428972715988,2.51850638719594,1.19897417078613,5.8665055319023e-4,0.0476394758046541,2.51850638719594,1.3220330258710118
Zm00001eb155620,14.7499213332896,3.56350124436313,0.634252978994818,1.0600724130435102e-9,1.17399807562871e-6,3.56350124436313,5.930332614966187
Zm00001eb157170,740.458699928478,1.95963724825458,0.567657297619224,1.90580031173979e-5,0.0038408136209588,1.95963724825458,2.4155767668658132
Zm00001eb159030,19.6467287435924,1.0649017842675499,0.458517856792381,5.750485888525e-4,0.0471721418651477,1.0649017842675499,1.3263144040363355
Zm00001eb161610,69.1156025262706,1.43099381073824,0.643952353024666,6.2741929751007e-4,0.0497788701271643,1.43099381073824,1.3029549651622718
Zm00001eb162590,17.2934802223145,2.30814030826401,0.559702372791563,1.33591603080724e-6,4.1443417539986e-4,2.30814030826401,3.382544438649901
Zm00001eb163240,87.6099996404337,1.49804143148141,0.272270323182021,1.97112801235608e-9,1.87664980762591e-6,1.49804143148141,5.726616761371651
Zm00001eb165310,923.309338906851,-1.14292573839782,0.383758990274886,9.02446054048293e-5,0.012843575026945,1.14292573839782,1.891314072967429
Zm00001eb165610,282.817248503506,1.96554517720162,0.74743565982244,2.3714908516729e-4,0.0254773783714749,1.96554517720162,1.5938452630470104
Zm00001eb169870,96.5860859616584,1.94922182675331,0.415256886510472,9.57482310748534e-8,5.07965652120665e-5,1.94922182675331,4.294165653068019
Zm00001eb170180,5.55239918628264,-4.27747050662918,0.806208032717092,4.8677836279762e-4,0.0422307665469677,4.27747050662918,1.3743710354565317
Zm00001eb179280,291.725605164676,1.10080780633363,0.238757821079135,1.73841135030422e-7,7.99958956364994e-5,1.10080780633363,4.096932294859892
Zm00001eb189430,11.2798377230543,1.87036676580594,0.552785965417328,2.91282910761748e-5,0.00525641906283129,1.87036676580594,2.2793100183683186
Zm00001eb193860,14.087379597369,3.50778291364524,1.67555263810516,1.7027797320062e-4,0.0200913454703812,3.50778291364524,1.6969909785929125
Zm00001eb194070,13.8273226984634,1.05770417108327,0.467152582513221,5.7543545812458e-4,0.0471721418651477,1.05770417108327,1.3263144040363355
Zm00001eb201180,50.0213199485024,3.95524809466476,0.938572854475636,8.31659366659564e-7,2.9438609119834e-4,3.95524809466476,3.53108271287566
Zm00001eb216250,19.7225382159415,1.11991813607442,0.410346126885582,1.9397452109698e-4,0.022315152197865,1.11991813607442,1.6514001467590325
Zm00001eb217010,1021.62648911192,1.22579936792823,0.49888497378842,3.8999238979796e-4,0.0358913958227467,1.22579936792823,1.4450096515489312
Zm00001eb219770,837.963905394335,1.28044646756569,0.30783516363927,1.28435754798303e-6,4.0759898735415e-4,1.28044646756569,3.3897669036328613
Zm00001eb225360,1316.46975748099,1.06459810156807,0.421307405889375,3.6115483988323e-4,0.0341489216752609,1.06459810156807,1.4666230055367022
Zm00001eb230100,2.88057990525081,2.0606870823144,0.818618689645921,2.7305870931199e-4,0.0277619662964908,2.0606870823144,1.5565497773571824
Zm00001eb235800,72.3134819939398,2.4780336049425,0.58674031432295,8.64434241837267e-7,3.0211429641932e-4,2.4780336049425,3.5198287228925125
Zm00001eb238010,18.6913217270797,2.69319440862002,0.659380772591293,1.73493359908682e-6,5.0422649127144e-4,2.69319440862002,3.297374340907149
Zm00001eb247750,27.2656264326305,2.38636047289807,0.731114656558988,2.76447157343458e-5,0.00505477219486945,2.38636047289807,2.296298412128464
Zm00001eb247760,96.4011917501859,2.07196077490097,0.941676530584194,6.0972785967186e-4,0.0491535000553476,2.07196077490097,1.3084455520820277
Zm00001eb248930,111.656072238909,1.67655285163147,0.720122409599365,4.9685053492653e-4,0.0427353372876064,1.67655285163147,1.369212864032718
Zm00001eb255510,100.8846851956,2.59481716450101,0.575245925256307,2.40732086048341e-7,1.0720343380314e-4,2.59481716450101,3.969791303655637
Zm00001eb257130,2397.05219144694,2.41472849114863,0.578490771184557,1.20335588305571e-6,3.8633320850195e-4,2.41472849114863,3.413037959084599
Zm00001eb281500,933.65683958936,1.43300484270891,0.279554729619277,1.33425825673354e-8,9.20971761710324e-6,1.43300484270891,5.035753685678715
Zm00001eb285360,1578.63850869634,5.49362067650784,0.862120763566965,7.60944737125673e-12,1.40064561280265e-8,5.49362067650784,7.853671734716615
Zm00001eb291540,175.812148652927,4.39472243640797,0.628194362644008,1.31679250222628e-13,2.79666469126673e-10,4.39472243640797,9.553359600651008
Zm00001eb293570,42.864330345007,1.07568574226055,0.412269724173897,2.679218297855e-4,0.0275178568370906,1.07568574226055,1.560385393113474
Zm00001eb293790,1040.98089845353,2.19447984502086,0.772972090892938,1.3728060932455e-4,0.0177117645955646,2.19447984502086,1.7517381685705185
Zm00001eb294200,286.51627667811,1.01051450294541,0.349930943128068,1.267636719478e-4,0.0165874169785735,1.01051450294541,1.7802212378027238
Zm00001eb294880,93.623499102943,1.7299786594833,0.512784443625139,2.3909783041931e-5,0.00452156924512134,1.7299786594833,2.3447108138123207
Zm00001eb295750,2445.74947154253,1.03647038072966,0.3667333085951,1.5431595790023e-4,0.0192126649882551,1.03647038072966,1.7164123899837478
