"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Zm00001eb000010",131.370867126506,-0.100201043351478,0.214024835873473,0.554333936979948,0.718070295065032
"Zm00001eb000020",1524.54267826709,0.0121773717837175,0.191199600995952,0.934776877009181,0.965713241039503
"Zm00001eb000060",143.943052741068,-0.280620613625808,0.292597833689936,0.156087839245195,0.320115714975365
"Zm00001eb000070",26.8306228817798,0.51817245930804,0.29120285722451,0.0171685586033443,0.0685624670423489
"Zm00001eb000080",512.223839532264,0.506673683747694,0.148750126676722,0.000209251845497349,0.00243427065962249
"Zm00001eb000100",0.0988738645106093,-0.0261297194508276,0.350522906370801,0.847495240739007,NA
"Zm00001eb000120",2.19169945889455,0.154290305738629,0.37548182866718,0.185576642596221,NA
"Zm00001eb000150",4.9004096569209,2.23333430495285,0.902646507239579,0.000494241254104611,0.00482556746195072
"Zm00001eb000170",168.894261168292,0.244603861326576,0.139581236879609,0.0549213795099347,0.155985165592756
"Zm00001eb000190",475.730632866823,-0.291575273274294,0.256789752680631,0.126207847806535,0.278150506500366
"Zm00001eb000210",175.129546101669,-0.260813703371526,0.175680349676322,0.086659197016608,0.215223211628785
"Zm00001eb000220",185.46350732135,-0.211180768965596,0.203000147075407,0.206146580722962,0.386578634936118
"Zm00001eb000230",523.312801019498,0.78216708036575,0.178867934631042,1.89021829225714e-06,5.62613967675259e-05
"Zm00001eb000240",59.3952247290301,-1.02107508757778,0.510180406290943,0.00294312276492891,0.0185892718886808
"Zm00001eb000270",4.94724080135939,-0.122323447219715,0.357487869938764,0.286417396878469,0.478618294391759
"Zm00001eb000310",7.45176477420161,-0.223768620158426,0.341921496810268,0.228358113261003,0.412512062828189
"Zm00001eb000320",498.316803967142,0.974048899813944,0.135444736322643,7.5457725061423e-14,3.38899507682116e-11
"Zm00001eb000330",112.070692314186,-0.207546248889399,0.19415458336924,0.20148817791813,0.381110713906813
"Zm00001eb000340",816.944630765283,-0.384462436794275,0.306146137042216,0.0679977751037054,0.182422617774218
"Zm00001eb000370",14.7748666748603,-0.190640394305125,0.309461283736908,0.303012788865323,0.495776389067899
"Zm00001eb000380",435.462705229378,0.295194582878289,0.294164913367493,0.140978338118557,0.298992004555175
"Zm00001eb000400",23.2310968112971,1.47946455983909,0.409071687036792,1.86383571436185e-05,0.00035784222940393
"Zm00001eb000410",1.07214960312349,0.163161937074364,0.389046425525326,0.12323571037561,NA
"Zm00001eb000420",1871.55289488729,-0.110654765362272,0.163352377038837,0.440176029364639,0.62642829822611
"Zm00001eb000430",877.656801300343,0.0661102723190859,0.32289707978809,0.637404140773248,0.781044424185775
"Zm00001eb000440",2443.03223274185,0.12079739394161,0.343954787572111,0.382464943119393,0.574874546369202
"Zm00001eb000450",40.4238182769305,0.811824836057034,0.283377332779848,0.000516578684045199,0.00498559880369179
"Zm00001eb000460",1.22459471523872,-0.0974546670221278,0.369187380724035,0.0471013418593327,NA
"Zm00001eb000470",10.9447908073017,0.0415642628663941,0.321167681111504,0.757348757687793,0.860096277318982
